Unique Hash;Course Name;Instructor Name;A Average;B Average;C Average;D Average;F Average;Class Average Max;Class Average Min
6906540579396298472;HUMG 295;Koch,Tom;100.00;0.00;0.00;0.00;0.00;100.00;90.00
11498344543465114506;HUMG 295;Fosque,Meredith G;34.78;47.83;8.70;4.35;4.35;89.78;80.43
