academic_plan_id;academic_subplan;academic_plan_requirement_group;academic_plan_requirement_desc;min_units_per_req;course_id;course_abr;course_descrip
23GOHM;NOSUBPLAN;031694;Electives;0;;;Sust. Food Syst & Plant Health
23GOHM;NOSUBPLAN;031694;Electives;0;;;Ecosystem Health/Climate Sci.
23UDSBM;NOSUBPLAN;030784;Required Coursework;0;;;Data Communication
23UDSBM;NOSUBPLAN;030784;Required Coursework;0;;;Ethics, Policy, & Privacy
23UDSBM;NOSUBPLAN;030784;Required Coursework;0;033258;DSA;Intro to R/Python for Data Sci
23UDSBM;NOSUBPLAN;030784;Required Coursework;0;;;Machine Learning and AI
23UDSBM;NOSUBPLAN;030784;Required Coursework;0;;;Electives/Internship/Capstones
23UDSBM;NOSUBPLAN;030784;Required Coursework;0;;;DSC Electives
23UDSBM;NOSUBPLAN;030785;Required Depth Coursework;0;032463;BUS;Intro to Bus Analytics
23UDSBM;NOSUBPLAN;030785;Required Depth Coursework;0;;;BUS Depth Electives
23UDSGEDM;NOSUBPLAN;031177;Required Courses;1;;;Data Communication
23UDSGEDM;NOSUBPLAN;031177;Required Courses;1;;;Ethics, Policy, & Privacy
23UDSGEDM;NOSUBPLAN;031177;Required Courses;1;033258;DSA;Intro to R/Python for Data Sci
23UDSGEDM;NOSUBPLAN;031177;Required Courses;1;;;Machine Learning and AI
23UDSGEDM;NOSUBPLAN;031177;Required Courses;1;;;Electives or Internships & Cap
23UDSGEDM;NOSUBPLAN;031177;Required Courses;1;033261;DSA;Explore Data Analysis Big Data
23UDSGEDM;NOSUBPLAN;031178;Required Depth Courses;9;021693;GD;Adv Graphic Design Studio
23UDSGEDM;NOSUBPLAN;031178;Required Depth Courses;9;;;Required Depth Elective
23UDSISEM;NOSUBPLAN;031173;Required Courses;1;025000;ELECT;Data Communication
23UDSISEM;NOSUBPLAN;031173;Required Courses;1;;;Ethics, Policy, & Privacy
23UDSISEM;NOSUBPLAN;031173;Required Courses;1;033261;DSA;Explore Data Analysis Big Data
23UDSISEM;NOSUBPLAN;031173;Required Courses;1;025000;ELECT;Machine Learning and AI
23UDSISEM;NOSUBPLAN;031173;Required Courses;1;033258;DSA;Intro to R/Python for Data Sci
23UDSISEM;NOSUBPLAN;031173;Required Courses;1;025000;ELECT;DSA Required Elective
23UDSISEM;NOSUBPLAN;031176;Depth Electives;0;025000;ELECT;Depth Electives
23UDSISEM;NOSUBPLAN;031176;Depth Electives;0;025000;ELECT;Depth Electives
23UDSISEM;NOSUBPLAN;031176;Depth Electives;0;025000;ELECT;Depth Electives
23UDSMAM;NOSUBPLAN;030782;Required Coursework;0;;;Data Communication
23UDSMAM;NOSUBPLAN;030782;Required Coursework;0;;;Ethics, Policy, & Privacy
23UDSMAM;NOSUBPLAN;030782;Required Coursework;0;033261;DSA;Explore Data Analysis Big Data
23UDSMAM;NOSUBPLAN;030782;Required Coursework;0;;;Machine Learning and AI
23UDSMAM;NOSUBPLAN;030782;Required Coursework;0;;;Electives/Internships/Capstone
23UDSMAM;NOSUBPLAN;030782;Required Coursework;0;;;DSC Elective
23UDSMAM;NOSUBPLAN;030783;Required Depth Courses;0;013712;MA;Intro Lin Algebra
23UDSMAM;NOSUBPLAN;030783;Required Depth Courses;0;033306;MA;Math Found of Data Science I
23UDSMAM;NOSUBPLAN;030783;Required Depth Courses;0;;;Data-Focused Math Elective
23UIADSM;NOSUBPLAN;031287;Required DSC Courses;0;033258;DSA;Intro to R/Python for Data Sci
23UIADSM;NOSUBPLAN;031287;Required DSC Courses;0;;;Data Communication
23UIADSM;NOSUBPLAN;031287;Required DSC Courses;0;;;Ethics, Policy, & Privacy
23UIADSM;NOSUBPLAN;031287;Required DSC Courses;0;;;Machine Learning and AI
23UIADSM;NOSUBPLAN;031287;Required DSC Courses;0;;;Electives, Internships & Capst
23UIADSM;NOSUBPLAN;031287;Required DSC Courses;0;033261;DSA;Explore Data Analysis Big Data
23UIADSM;NOSUBPLAN;031286;Required Depth Coursework;0;;;Required Depth Courses
23UIADSM;NOSUBPLAN;031286;Required Depth Coursework;0;004339;CSC;Intro Comp - Java
24CAM;NOSUBPLAN;026935;Required Courses;0;017108;HESM;Coaching Practicum
24CAM;NOSUBPLAN;026935;Required Courses;0;032440;HESM;Sport Coaching Instruction
24CAM;NOSUBPLAN;026935;Required Courses;0;017111;HESM;Coaching Concepts
24CAM;NOSUBPLAN;026936;Elective Courses;0;;;Sports Science Electives
24CAM;NOSUBPLAN;026936;Elective Courses;0;;;Sports Coaching Electives
24DANM;NOSUBPLAN;030342;Required Courses;0;032192;DAN;Movement Improvisation
24DANM;NOSUBPLAN;030342;Required Courses;0;032245;DAN;Dance and Society
24DANM;NOSUBPLAN;030343;Elective Courses;0;;;Performance Technique Analysis
24DANM;NOSUBPLAN;030343;Elective Courses;0;;;Dance Composition
24DANM;NOSUBPLAN;030343;Elective Courses;0;;;Additional Study
24DANM;NOSUBPLAN;030343;Elective Courses;0;;;Capstone Experience
24DANSTUDM;NOSUBPLAN;030304;Required Courses;0;032192;DAN;Movement Improvisation
24DANSTUDM;NOSUBPLAN;030304;Required Courses;0;032245;DAN;Dance and Society
24DANSTUDM;NOSUBPLAN;030305;Elective Courses;0;;;Elective Courses
24EMAM;NOSUBPLAN;030825;Core Courses;0;031723;EMA;Foundations Arts E-ship
24EMAM;NOSUBPLAN;030825;Core Courses;0;031724;EMA;Practical Arts E-ship
24EMAM;NOSUBPLAN;030825;Core Courses;0;031725;EMA;Understanding Arts Economies
24EMAM;NOSUBPLAN;030825;Core Courses;0;031726;EMA;Cap Ex Arts Entrepreneurship
24EMAM;NOSUBPLAN;030825;Core Courses;0;033373;EMA;Problem Solving Arts Entrepren
24GLM;NOSUBPLAN;031726;Required Courses;0;032118;SLC;CriticalCreativeDecisionModels
24GLM;NOSUBPLAN;031726;Required Courses;0;032607;SLC;SLC 475 Capstone
24GLM;NOSUBPLAN;031713;Additional Courses Abroad;9;;;Additional Courses Abroad
24HLTHM;NOSUBPLAN;024037;Required Courses;0;017136;HESM;Personal Health
24HLTHM;NOSUBPLAN;024037;Required Courses;0;017141;HESM;Hlth Plan/Program
24HLTHM;NOSUBPLAN;024037;Required Courses;0;017142;HESM;Methd Health Promo
24HLTHM;NOSUBPLAN;024037;Required Courses;0;017143;HESM;Practicum in Health
24HLTHM;NOSUBPLAN;024038;Elective Courses;0;;;Elective Courses
24HLTHM;NOSUBPLAN;024038;Elective Courses;0;002238;BIO;Bio Modern World
24HLTHM;NOSUBPLAN;024038;Elective Courses;0;001626;BIO;Bio Mod World Lab
24MSASM;NOSUBPLAN;024039;Required Courses;0;;;300 and 400 level courses
24MSASM;NOSUBPLAN;024039;Required Courses;0;;;Restricted Electives
24MSMSM;NOSUBPLAN;030831;Military Science Core;0;;;Military Science Courses
24MSMSM;NOSUBPLAN;030832;Military History;0;;;Military History
24MSNSM;NOSUBPLAN;024041;Required Courses;0;;;300 and 400 level courses
24MSNSM;NOSUBPLAN;024041;Required Courses;0;;;Restricted Electives
24MUM;NOSUBPLAN;029480;Music Studies;0;016067;MUS;Theory I
24MUM;NOSUBPLAN;029480;Music Studies;0;031067;MUS;Theory Lab I
24MUM;NOSUBPLAN;029480;Music Studies;0;016044;MUS;Undstnd Mus Glob Persp
24MUM;NOSUBPLAN;029616;Electives;0;;;Electives
24MUSPM;NOSUBPLAN;029479;Required Courses;0;;;MUS 103 or MUS 153
24MUSPM;NOSUBPLAN;029479;Required Courses;0;031067;MUS;Theory Lab I
24MUSPM;NOSUBPLAN;029479;Required Courses;0;016021;MUS;Keyboard Skills I
24MUSPM;NOSUBPLAN;029479;Required Courses;0;;;MUS 193 & Ensemble Elective
24MUSPM;NOSUBPLAN;029479;Required Courses;0;;;MUS 193 & Ensemble Elective
24MUSPM;NOSUBPLAN;029479;Required Courses;0;;;MUS 293 & Ensemble Elective
24MUSPM;NOSUBPLAN;029479;Required Courses;0;;;MUS 293 & Ensemble Elective
24MUSPM;NOSUBPLAN;029479;Required Courses;0;;;MUS 393 & Ensemble Elective
24MUSPM;NOSUBPLAN;029479;Required Courses;0;;;Musical Culture Elective
24OLM;NOSUBPLAN;029436;Required Courses;0;017144;HESM;Foundations in Outdoor Leader
24OLM;NOSUBPLAN;029436;Required Courses;0;017075;HESM;Challenge Course Facilitation
24OLM;NOSUBPLAN;029436;Required Courses;0;017146;HESM;Outdoor Education Pedagogy
24OLM;NOSUBPLAN;029436;Required Courses;0;017148;HESM;Prac Outdoor Proc
24OLM;NOSUBPLAN;029437;Elective Courses;0;;;OLM Elective
24OLM;NOSUBPLAN;029437;Elective Courses;0;;;OLM Elective
24OLM;NOSUBPLAN;029437;Elective Courses;0;;;OLM Elective
24OLM;NOSUBPLAN;029437;Elective Courses;0;;;OLM Elective
24OLM;NOSUBPLAN;029437;Elective Courses;0;;;OLM Elective
24SLCM;NOSUBPLAN;025992;Required Minor Course;0;032118;SLC;CriticalCreativeDecisionModels
24SLCM;NOSUBPLAN;030789;Elective Courses;0;;;Cross-Functioning Teams
24SLCM;NOSUBPLAN;030789;Elective Courses;0;;;Values/Ethics
24SLCM;NOSUBPLAN;030789;Elective Courses;0;;;Leadership
24SLCM;NOSUBPLAN;030789;Elective Courses;0;;;Cross Disciplinary Elective
24SLCM;NOSUBPLAN;030789;Elective Courses;0;;;Certification Requirement
24SPSM;NOSUBPLAN;030786;Required Courses;0;017126;HESM;Prin of Exer Prog
24SPSM;NOSUBPLAN;030786;Required Courses;0;;;HESM 286 or NTR 301
24SPSM;NOSUBPLAN;030786;Required Courses;0;017122;HESM;Sports Sci Pract
24SPSM;NOSUBPLAN;030786;Required Courses;0;017112;HESM;Exercise Phys and Sports Sci
24SPSM;NOSUBPLAN;030786;Required Courses;0;032433;BIO;Principles Hum Anat & Phys (A)
24SPSM;NOSUBPLAN;030787;Elective Courses;3;;;Elective Courses
24TEAM;NOSUBPLAN;029216;Required Coursework;0;033080;HON;Intro. to Inter. Bio Teamwork
24TEAM;NOSUBPLAN;029216;Required Coursework;0;;;HON 298
24TEAM;NOSUBPLAN;029216;Required Coursework;0;;;HON 498
24TEAM;NOSUBPLAN;029216;Required Coursework;0;;;HON 499
24TEAM;NOSUBPLAN;029216;Required Coursework;0;032951;CBS;Team Science
24TEAM;NOSUBPLAN;029216;Required Coursework;0;033002;SLC;Team Leadership Biomedical
24TEAM;NOSUBPLAN;029216;Required Coursework;0;033081;HON;Inter. BioMed Research Cap.
