academic_plan_id;academic_subplan;academic_plan_requirement_group;academic_plan_requirement_desc;min_units_per_req;course_id;course_abr;course_descrip
11AGBAAS;NOSUBPLAN;022205;Orientation (1 Hr);0;000397;AGI;Intro AG Institute
11AGBAAS;NOSUBPLAN;022206;English (6 Hrs);0;031522;WRT;Exp Writing
11AGBAAS;NOSUBPLAN;022206;English (6 Hrs);0;031523;WRT;Prof Wrtg, Research and Report
11AGBAAS;NOSUBPLAN;022207;Mathematics (6 Hrs);0;031521;MAA;Math in Ag and Related Sci
11AGBAAS;NOSUBPLAN;022207;Mathematics (6 Hrs);0;013632;MA;Topics - Contem MA
11AGBAAS;NOSUBPLAN;026122;General Requirements (12 Hrs);0;001131;ARE;Intro AG Res Econ
11AGBAAS;NOSUBPLAN;026122;General Requirements (12 Hrs);0;005423;ARE;Agribusiness Acct
11AGBAAS;NOSUBPLAN;026122;General Requirements (12 Hrs);0;;;Sociology
11AGBAAS;NOSUBPLAN;026122;General Requirements (12 Hrs);0;;;Humanities/VPA Elective
11AGBAAS;NOSUBPLAN;026124;HESF Requirement;0;;;HESF Elective
11AGBAAS;NOSUBPLAN;029187;Major Requirements;0;005426;ARE;Agric Business Mgt
11AGBAAS;NOSUBPLAN;029187;Major Requirements;0;005425;ARE;Agri Business Law
11AGBAAS;NOSUBPLAN;029187;Major Requirements;0;032942;ARE;Agricultural Finance
11AGBAAS;NOSUBPLAN;029187;Major Requirements;0;005429;ARE;Managemt Personnel
11AGBAAS;NOSUBPLAN;029187;Major Requirements;0;032441;AGI;Professional Development
11AGBAAS;NOSUBPLAN;029187;Major Requirements;0;000404;AGI;AGI Ext Learn Exp
11AGBAAS;NOSUBPLAN;029187;Major Requirements;0;;;ANS 101 or PO 201A & 202A
11AGBAAS;NOSUBPLAN;029187;Major Requirements;0;;;CS or HS Elective
11AGBAAS;NOSUBPLAN;029187;Major Requirements;0;;;ENT Elective
11AGBAAS;NOSUBPLAN;029187;Major Requirements;0;020081;SSC;Principle Soil Sci
11AGBAAS;NOSUBPLAN;029187;Major Requirements;0;;;ARE Elective
11AGBAAS;NOSUBPLAN;029188;Free Electives;0;;;Free Electives
11FCTAAS;NOSUBPLAN;030763;Orientation;0;000397;AGI;Intro AG Institute
11FCTAAS;NOSUBPLAN;022222;English (6 Hrs);0;031522;WRT;Exp Writing
11FCTAAS;NOSUBPLAN;022222;English (6 Hrs);0;031523;WRT;Prof Wrtg, Research and Report
11FCTAAS;NOSUBPLAN;022223;Mathematics (6 Hrs);0;031521;MAA;Math in Ag and Related Sci
11FCTAAS;NOSUBPLAN;022223;Mathematics (6 Hrs);0;013632;MA;Topics - Contem MA
11FCTAAS;NOSUBPLAN;030764;General Requirements;0;032441;AGI;Professional Development
11FCTAAS;NOSUBPLAN;030764;General Requirements;0;;;AGI 192
11FCTAAS;NOSUBPLAN;030764;General Requirements;0;005423;ARE;Agribusiness Acct
11FCTAAS;NOSUBPLAN;030764;General Requirements;0;;;Sociology
11FCTAAS;NOSUBPLAN;030764;General Requirements;0;;;Humanities/VPA Elective
11FCTAAS;NOSUBPLAN;030764;General Requirements;0;001131;ARE;Intro AG Res Econ
11FCTAAS;NOSUBPLAN;022225;Physical Education (1 Hr);0;;;HESF Elective
11FCTAAS;NOSUBPLAN;030769;Major Requirements;0;004083;CS;Field Crop Product
11FCTAAS;NOSUBPLAN;030769;Major Requirements;0;004089;CS;Weed Cont Field Cr
11FCTAAS;NOSUBPLAN;030769;Major Requirements;0;032939;CS;Agronomic Crops (I)
11FCTAAS;NOSUBPLAN;030769;Major Requirements;0;032940;CS;Agronomic Crops (II)
11FCTAAS;NOSUBPLAN;030769;Major Requirements;0;004105;CS;Field Crop Seminar
11FCTAAS;NOSUBPLAN;030769;Major Requirements;0;020081;SSC;Principle Soil Sci
11FCTAAS;NOSUBPLAN;030769;Major Requirements;0;020082;SSC;Fert and Soil Fert
11FCTAAS;NOSUBPLAN;030771;Major Electives;0;;;ARE Elective
11FCTAAS;NOSUBPLAN;030771;Major Electives;0;;;BAE Elective
11FCTAAS;NOSUBPLAN;030771;Major Electives;0;;;Entomology
11FCTAAS;NOSUBPLAN;030772;Free Electives;2;;;Free Electives
11GNAAAS;NOSUBPLAN;022198;Orientation (1 Hr);0;000397;AGI;Intro AG Institute
11GNAAAS;NOSUBPLAN;022199;English (6 Hrs);0;031522;WRT;Exp Writing
11GNAAAS;NOSUBPLAN;022199;English (6 Hrs);0;031523;WRT;Prof Wrtg, Research and Report
11GNAAAS;NOSUBPLAN;022200;Mathematics (6 Hrs);0;031521;MAA;Math in Ag and Related Sci
11GNAAAS;NOSUBPLAN;022200;Mathematics (6 Hrs);0;013632;MA;Topics - Contem MA
11GNAAAS;NOSUBPLAN;030773;General Requirements;0;001131;ARE;Intro AG Res Econ
11GNAAAS;NOSUBPLAN;030773;General Requirements;0;005423;ARE;Agribusiness Acct
11GNAAAS;NOSUBPLAN;030773;General Requirements;0;032441;AGI;Professional Development
11GNAAAS;NOSUBPLAN;030773;General Requirements;0;;;AGI 192
11GNAAAS;NOSUBPLAN;030773;General Requirements;0;;;Sociology
11GNAAAS;NOSUBPLAN;030773;General Requirements;0;;;Humanities/VPA Elective
11GNAAAS;NOSUBPLAN;022202;Physical Education (1 Hr);0;;;HESF Elective
11GNAAAS;NOSUBPLAN;030774;Major Requirements;0;004083;CS;Field Crop Product
11GNAAAS;NOSUBPLAN;030774;Major Requirements;0;000491;ANS;Intro Livest Poul
11GNAAAS;NOSUBPLAN;030774;Major Requirements;0;005426;ARE;Agric Business Mgt
11GNAAAS;NOSUBPLAN;030774;Major Requirements;0;020081;SSC;Principle Soil Sci
11GNAAAS;NOSUBPLAN;030774;Major Requirements;0;;;ANS/PO Electives
11GNAAAS;NOSUBPLAN;030774;Major Requirements;0;;;CS Electives
11GNAAAS;NOSUBPLAN;030774;Major Requirements;0;;;ENT Restricted Electives
11GNAAAS;NOSUBPLAN;030774;Major Requirements;0;;;ARE Electives
11GNAAAS;NOSUBPLAN;030774;Major Requirements;0;;;BAE Electives
11GNAAAS;NOSUBPLAN;030774;Major Requirements;0;;;Plant Science Electives
11GNAAAS;NOSUBPLAN;030778;Free Electives;0;;;Free Electives
11HSMAAS;11HSMOLT;025958;Orientation;0;031460;HS;Intro to OLT
11HSMAAS;11HSMOLT;025959;English;0;031522;WRT;Exp Writing
11HSMAAS;11HSMOLT;025959;English;0;031523;WRT;Prof Wrtg, Research and Report
11HSMAAS;11HSMOLT;025960;Mathematics;0;031521;MAA;Math in Ag and Related Sci
11HSMAAS;11HSMOLT;025960;Mathematics;0;013632;MA;Topics - Contem MA
11HSMAAS;11HSMOLT;025961;HSM Degree Requirements;0;001131;ARE;Intro AG Res Econ
11HSMAAS;11HSMOLT;025961;HSM Degree Requirements;0;005423;ARE;Agribusiness Acct
11HSMAAS;11HSMOLT;025961;HSM Degree Requirements;0;;;SOC 203A or SOC 241A
11HSMAAS;11HSMOLT;025961;HSM Degree Requirements;0;;;Humanities/VPA Elective
11HSMAAS;11HSMOLT;025961;HSM Degree Requirements;0;;;AGI 191 and AGI 192
11HSMAAS;11HSMOLT;025962;Physical Education (1 Hr);0;;;HESF Elective
11HSMAAS;11HSMOLT;025968;Major Field of Study;0;012166;HS;Plant Identificati
11HSMAAS;11HSMOLT;025968;Major Field of Study;0;012167;HS;Plant Growth Development
11HSMAAS;11HSMOLT;025968;Major Field of Study;0;012168;HS;Plant Propagation
11HSMAAS;11HSMOLT;025968;Major Field of Study;0;032062;HS;Weeds & Diseases Ornamentals
11HSMAAS;11HSMOLT;025968;Major Field of Study;0;012174;HS;Landscape Maint
11HSMAAS;11HSMOLT;025968;Major Field of Study;0;020081;SSC;Principle Soil Sci
11HSMAAS;11HSMOLT;025968;Major Field of Study;0;001296;BAE;Light Equip Techno
11HSMAAS;11HSMOLT;025968;Major Field of Study;0;009046;ENT;Ornam Turf Insects
11HSMAAS;11HSMOLT;025967;HS Advised Courses;0;;;HS Advised Courses-Option 1
11HSMAAS;11HSMOLT;025967;HS Advised Courses;0;;;HS Advised Courses-Option 2
11HSMAAS;11HSMOLT;025969;Free Electives (6 Hrs);0;;;Free Electives
11HSMAAS;11HSMSSF;025958;Orientation;0;031460;HS;Intro to OLT
11HSMAAS;11HSMSSF;025959;English;0;031522;WRT;Exp Writing
11HSMAAS;11HSMSSF;025959;English;0;031523;WRT;Prof Wrtg, Research and Report
11HSMAAS;11HSMSSF;025960;Mathematics;0;031521;MAA;Math in Ag and Related Sci
11HSMAAS;11HSMSSF;025960;Mathematics;0;013632;MA;Topics - Contem MA
11HSMAAS;11HSMSSF;025961;HSM Degree Requirements;0;001131;ARE;Intro AG Res Econ
11HSMAAS;11HSMSSF;025961;HSM Degree Requirements;0;005423;ARE;Agribusiness Acct
11HSMAAS;11HSMSSF;025961;HSM Degree Requirements;0;;;SOC 203A or SOC 241A
11HSMAAS;11HSMSSF;025961;HSM Degree Requirements;0;;;Humanities/VPA Elective
11HSMAAS;11HSMSSF;025961;HSM Degree Requirements;0;;;AGI 191 and AGI 192
11HSMAAS;11HSMSSF;025962;Physical Education (1 Hr);0;;;HESF Elective
11HSMAAS;11HSMSSF;025971;Major Field of Study;0;012167;HS;Plant Growth Development
11HSMAAS;11HSMSSF;025971;Major Field of Study;0;020081;SSC;Principle Soil Sci
11HSMAAS;11HSMSSF;025971;Major Field of Study;0;012168;HS;Plant Propagation
11HSMAAS;11HSMSSF;025971;Major Field of Study;0;032062;HS;Weeds & Diseases Ornamentals
11HSMAAS;11HSMSSF;025971;Major Field of Study;0;004089;CS;Weed Cont Field Cr
11HSMAAS;11HSMSSF;025971;Major Field of Study;0;012171;HS;Greenhouse Crop Production
11HSMAAS;11HSMSSF;025973;Concentration Electives;0;;;Concentration Electives
11HSMAAS;11HSMSSF;025969;Free Electives (6 Hrs);0;;;Free Electives
11LPMAAS;NOSUBPLAN;022214;Orientation (1 Hr);0;000397;AGI;Intro AG Institute
11LPMAAS;NOSUBPLAN;031294;English (6 Hrs);0;031522;WRT;Exp Writing
11LPMAAS;NOSUBPLAN;031294;English (6 Hrs);0;031523;WRT;Prof Wrtg, Research and Report
11LPMAAS;NOSUBPLAN;031295;Mathematics (6 Hrs);0;031521;MAA;Math in Ag and Related Sci
11LPMAAS;NOSUBPLAN;031295;Mathematics (6 Hrs);0;013632;MA;Topics - Contem MA
11LPMAAS;NOSUBPLAN;031296;General Requirements (12 Hrs);0;001131;ARE;Intro AG Res Econ
11LPMAAS;NOSUBPLAN;031296;General Requirements (12 Hrs);0;005423;ARE;Agribusiness Acct
11LPMAAS;NOSUBPLAN;031296;General Requirements (12 Hrs);0;032441;AGI;Professional Development
11LPMAAS;NOSUBPLAN;031296;General Requirements (12 Hrs);0;000404;AGI;AGI Ext Learn Exp
11LPMAAS;NOSUBPLAN;031296;General Requirements (12 Hrs);0;;;Sociology
11LPMAAS;NOSUBPLAN;031296;General Requirements (12 Hrs);0;;;Humanities/VPA Elective
11LPMAAS;NOSUBPLAN;022218;Physical Education (1 Hr);0;;;HESF Elective
11LPMAAS;NOSUBPLAN;031297;Major Requirements;0;000491;ANS;Intro Livest Poul
11LPMAAS;NOSUBPLAN;031297;Major Requirements;0;017523;PO;Poultry Sci & Prod
11LPMAAS;NOSUBPLAN;031297;Major Requirements;0;031662;PO;Poultry Sci and Prod Lab
11LPMAAS;NOSUBPLAN;031297;Major Requirements;0;017519;PO;Poultry Management
11LPMAAS;NOSUBPLAN;031297;Major Requirements;0;033238;ANS;Intro Meat Processing
11LPMAAS;NOSUBPLAN;031297;Major Requirements;0;;;ARE Electives
11LPMAAS;NOSUBPLAN;031297;Major Requirements;0;;;ANS Management Electives
11LPMAAS;NOSUBPLAN;031297;Major Requirements;0;;;ANS/PO Elective
11LPMAAS;NOSUBPLAN;031298;Free Electives;5;;;Free Electives
11TGMAS;NOSUBPLAN;030780;General Requirements;0;032441;AGI;Professional Development
11TGMAS;NOSUBPLAN;030780;General Requirements;0;;;AGI 192
11TGMAS;NOSUBPLAN;030780;General Requirements;0;005423;ARE;Agribusiness Acct
11TGMAS;NOSUBPLAN;030780;General Requirements;0;001131;ARE;Intro AG Res Econ
11TGMAS;NOSUBPLAN;030780;General Requirements;0;;;Sociology
11TGMAS;NOSUBPLAN;030780;General Requirements;0;;;Humanities/VPA Elective
11TGMAS;NOSUBPLAN;030779;Orientation (1 Hr);0;000397;AGI;Intro AG Institute
11TGMAS;NOSUBPLAN;022173;English (6 Hrs);0;031522;WRT;Exp Writing
11TGMAS;NOSUBPLAN;022173;English (6 Hrs);0;031523;WRT;Prof Wrtg, Research and Report
11TGMAS;NOSUBPLAN;022174;Mathematics (6 Hrs);0;031521;MAA;Math in Ag and Related Sci
11TGMAS;NOSUBPLAN;022174;Mathematics (6 Hrs);0;013632;MA;Topics - Contem MA
11TGMAS;NOSUBPLAN;022176;Physical Education (1 Hr);0;;;HESF Elective
11TGMAS;NOSUBPLAN;022177;Major Requirements (35 Hrs);0;004085;CS;Turfgras Their Use
11TGMAS;NOSUBPLAN;022177;Major Requirements (35 Hrs);0;004087;CS;Prin Turfgr Manage
11TGMAS;NOSUBPLAN;022177;Major Requirements (35 Hrs);0;031520;CS;Turf Weed Disease Mgmt
11TGMAS;NOSUBPLAN;022177;Major Requirements (35 Hrs);0;004091;CS;Advanced Turf Mgmt
11TGMAS;NOSUBPLAN;022177;Major Requirements (35 Hrs);0;004102;CS;Turf Seminar
11TGMAS;NOSUBPLAN;022177;Major Requirements (35 Hrs);0;012166;HS;Plant Identificati
11TGMAS;NOSUBPLAN;022177;Major Requirements (35 Hrs);0;012167;HS;Plant Growth Development
11TGMAS;NOSUBPLAN;022177;Major Requirements (35 Hrs);0;012174;HS;Landscape Maint
11TGMAS;NOSUBPLAN;022177;Major Requirements (35 Hrs);0;009043;ENT;Pesticides and Their Utilizati
11TGMAS;NOSUBPLAN;022177;Major Requirements (35 Hrs);0;009046;ENT;Ornam Turf Insects
11TGMAS;NOSUBPLAN;022177;Major Requirements (35 Hrs);0;020081;SSC;Principle Soil Sci
11TGMAS;NOSUBPLAN;022177;Major Requirements (35 Hrs);0;020082;SSC;Fert and Soil Fert
11AGBUSBS;11AGBUSBBM;010912;Orientation;0;;;ALS 103 or ALS 303
11AGBUSBS;11AGBUSBBM;010913;Communications & Tech Fluency;0;019869;COM;Public Speaking
11AGBUSBS;11AGBUSBBM;010913;Communications & Tech Fluency;0;008564;ENG;Commun Engr & Tech
11AGBUSBS;11AGBUSBBM;010913;Communications & Tech Fluency;0;;;AEE 226 or CSC 200
11AGBUSBS;11AGBUSBBM;010914;Mathematical Sciences;0;013594;MA;Calculus I
11AGBUSBS;11AGBUSBBM;010914;Mathematical Sciences;0;013653;MA;Calculus II
11AGBUSBS;11AGBUSBBM;010914;Mathematical Sciences;0;;;Statistics
11AGBUSBS;11AGBUSBBM;010915;Natural Sciences;0;000447;BIO;Intro Bio Ecol/Div
11AGBUSBS;11AGBUSBBM;010915;Natural Sciences;0;;;BIO 183, PB 200 or PB 250
11AGBUSBS;11AGBUSBBM;010915;Natural Sciences;0;;;Genetics
11AGBUSBS;11AGBUSBBM;010915;Natural Sciences;0;018965;PY;Conceptual Physics
11AGBUSBS;11AGBUSBBM;010915;Natural Sciences;0;003237;CH;Chem Molecular Sci
11AGBUSBS;11AGBUSBBM;010915;Natural Sciences;0;003266;CH;Gen Chem Lab
11AGBUSBS;11AGBUSBBM;010915;Natural Sciences;0;;;Chemistry Elective
11AGBUSBS;11AGBUSBBM;010915;Natural Sciences;0;;;Biology Elective
11AGBUSBS;11AGBUSBBM;023979;Dept Course Requirements;0;;;ARE 201 or EC 201
11AGBUSBS;11AGBUSBBM;023979;Dept Course Requirements;0;;;ACC 200 or ACC 210
11AGBUSBS;11AGBUSBBM;023979;Dept Course Requirements;0;;;ARE 304 or EC 310
11AGBUSBS;11AGBUSBBM;023979;Dept Course Requirements;0;;;ARE 306 or ARE 309
11AGBUSBS;11AGBUSBBM;023979;Dept Course Requirements;0;;;ARE 311, 312 or BUS 360
11AGBUSBS;11AGBUSBBM;023979;Dept Course Requirements;0;;;ARE 321 or BUS 320
11AGBUSBS;11AGBUSBBM;023979;Dept Course Requirements;0;;;ARE 301 or EC 301
11AGBUSBS;11AGBUSBBM;023979;Dept Course Requirements;0;;;ARE/EC Elective
11AGBUSBS;11AGBUSBBM;023979;Dept Course Requirements;0;001160;ARE;Career Sem in ARE
11AGBUSBS;11AGBUSBBM;023979;Dept Course Requirements;0;;;ARE Elective
11AGBUSBS;11AGBUSBBM;010917;Restricted Electives;0;;;Restricted Electives
11AGBUSBS;11AGBUSBBM;010917;Restricted Electives;0;018981;PY;Physics Engr I
11AGBUSBS;11AGBUSBBM;010917;Restricted Electives;0;019002;PY;Physics Engr I Lab
11AGBUSBS;11AGBUSBBM;010917;Restricted Electives;0;019006;PY;Physics Egr II
11AGBUSBS;11AGBUSBBM;010917;Restricted Electives;0;019026;PY;Physics Engr II Lab
11AGBUSBS;11AGBUSBBM;010917;Restricted Electives;0;032442;BIO;Science of Dinosaurs
11AGBUSBS;11AGBUSBBM;029901;General Education Program (GEP) Courses;0;008359;ENG;Acad Writing Rsch
11AGBUSBS;11AGBUSBBM;029901;General Education Program (GEP) Courses;0;;;Humanities Elective
11AGBUSBS;11AGBUSBBM;029901;General Education Program (GEP) Courses;0;011459;HI;The World Since 1750
11AGBUSBS;11AGBUSBBM;029901;General Education Program (GEP) Courses;0;018448;PSY;Intro to Psych
11AGBUSBS;11AGBUSBBM;029901;General Education Program (GEP) Courses;0;025006;GEP;GEP Fitness and Wellness
11AGBUSBS;11AGBUSBBM;029901;General Education Program (GEP) Courses;0;025009;GEP;GEP Health & Exercise Studies
11AGBUSBS;11AGBUSBBM;029901;General Education Program (GEP) Courses;0;;;Interdisc Perspectives
11AGBUSBS;11AGBUSBBM;029901;General Education Program (GEP) Courses;0;032346;E;Engineering in the 21st Centur
11AGBUSBS;11AGBUSBBM;029901;General Education Program (GEP) Courses;0;002238;BIO;Bio Modern World
11AGBUSBS;11AGBUSBBM;029901;General Education Program (GEP) Courses;0;011459;HI;The World Since 1750
11AGBUSBS;11AGBUSBBM;029901;General Education Program (GEP) Courses;0;010078;FLS;HI School Spanish
11AGBUSBS;11AGBUSBBM;023980;Free Electives;0;004339;CSC;Intro Comp - Java
11AGBUSBS;11AGBUSBBM;023980;Free Electives;0;005161;E;Computing Environ
11AGBUSBS;11AGBUSBBM;023980;Free Electives;0;004362;CSC;SW Development Fundamentals
11AGBUSBS;11AGBUSBBM;023980;Free Electives;0;032846;CSC;SW Development Fundamentals La
11AGBUSBS;11AGBUSBBM;023980;Free Electives;0;005153;E;Intro Engineering
11AGBUSBS;11AGBUSBBM;023980;Free Electives;0;004367;CSC;Discrete Math
11AGBUSBS;NOSUBPLAN;010093;Orientation;0;;;ALS 103 or ALS 303
11AGBUSBS;NOSUBPLAN;010094;Communications & Tech Fluency;0;019869;COM;Public Speaking
11AGBUSBS;NOSUBPLAN;010094;Communications & Tech Fluency;0;;;COM 112,211,226 or ENG 332
11AGBUSBS;NOSUBPLAN;010094;Communications & Tech Fluency;0;;;AEE 226 or CSC 200
11AGBUSBS;NOSUBPLAN;010095;Mathematical Sciences;0;013594;MA;Calculus I
11AGBUSBS;NOSUBPLAN;010095;Mathematical Sciences;0;013653;MA;Calculus II
11AGBUSBS;NOSUBPLAN;010095;Mathematical Sciences;0;;;Statistics
11AGBUSBS;NOSUBPLAN;010096;Natural Sciences;0;002238;BIO;Bio Modern World
11AGBUSBS;NOSUBPLAN;010096;Natural Sciences;0;001626;BIO;Bio Mod World Lab
11AGBUSBS;NOSUBPLAN;010096;Natural Sciences;0;018965;PY;Conceptual Physics
11AGBUSBS;NOSUBPLAN;010096;Natural Sciences;0;003237;CH;Chem Molecular Sci
11AGBUSBS;NOSUBPLAN;026294;Dept Course Requirements;0;;;ARE 201 or EC 201
11AGBUSBS;NOSUBPLAN;026294;Dept Course Requirements;0;005663;EC;Princ of Macroecon
11AGBUSBS;NOSUBPLAN;026294;Dept Course Requirements;0;;;ACC 200 or ACC 210
11AGBUSBS;NOSUBPLAN;026294;Dept Course Requirements;0;;;ARE 303 or ARE 304
11AGBUSBS;NOSUBPLAN;026294;Dept Course Requirements;0;;;ARE 306 or ARE 309
11AGBUSBS;NOSUBPLAN;026294;Dept Course Requirements;0;;;ARE 311 or ARE 312
11AGBUSBS;NOSUBPLAN;026294;Dept Course Requirements;0;;;ARE 321, ARE 323 or BUS 320
11AGBUSBS;NOSUBPLAN;026294;Dept Course Requirements;0;;;ARE 301 or EC 301
11AGBUSBS;NOSUBPLAN;026294;Dept Course Requirements;0;005497;ARE;U S Agric Policy
11AGBUSBS;NOSUBPLAN;026294;Dept Course Requirements;0;001160;ARE;Career Sem in ARE
11AGBUSBS;NOSUBPLAN;026294;Dept Course Requirements;0;001150;ARE;Resource Envi Econ
11AGBUSBS;NOSUBPLAN;026294;Dept Course Requirements;0;;;ARE 400-level Electives
11AGBUSBS;NOSUBPLAN;026294;Dept Course Requirements;0;;;ARE Elective
11AGBUSBS;NOSUBPLAN;026293;Restricted Electives;0;003266;CH;Gen Chem Lab
11AGBUSBS;NOSUBPLAN;026293;Restricted Electives;0;018981;PY;Physics Engr I
11AGBUSBS;NOSUBPLAN;026293;Restricted Electives;0;019002;PY;Physics Engr I Lab
11AGBUSBS;NOSUBPLAN;026293;Restricted Electives;0;019006;PY;Physics Egr II
11AGBUSBS;NOSUBPLAN;026293;Restricted Electives;0;019026;PY;Physics Engr II Lab
11AGBUSBS;NOSUBPLAN;026293;Restricted Electives;0;;;Departmental or Technical Elec
11AGBUSBS;NOSUBPLAN;026293;Restricted Electives;0;032442;BIO;Science of Dinosaurs
11AGBUSBS;NOSUBPLAN;029902;General Education Program (GEP) Courses;0;008359;ENG;Acad Writing Rsch
11AGBUSBS;NOSUBPLAN;029902;General Education Program (GEP) Courses;0;;;Humanities Elective
11AGBUSBS;NOSUBPLAN;029902;General Education Program (GEP) Courses;0;011459;HI;The World Since 1750
11AGBUSBS;NOSUBPLAN;029902;General Education Program (GEP) Courses;0;018448;PSY;Intro to Psych
11AGBUSBS;NOSUBPLAN;029902;General Education Program (GEP) Courses;0;025006;GEP;GEP Fitness and Wellness
11AGBUSBS;NOSUBPLAN;029902;General Education Program (GEP) Courses;0;025009;GEP;GEP Health & Exercise Studies
11AGBUSBS;NOSUBPLAN;029902;General Education Program (GEP) Courses;0;032346;E;Engineering in the 21st Centur
11AGBUSBS;NOSUBPLAN;029902;General Education Program (GEP) Courses;0;005667;EC;Fund of Econ
11AGBUSBS;NOSUBPLAN;029902;General Education Program (GEP) Courses;0;011459;HI;The World Since 1750
11AGBUSBS;NOSUBPLAN;029902;General Education Program (GEP) Courses;0;010078;FLS;HI School Spanish
11AGBUSBS;NOSUBPLAN;026292;Free Electives;0;004339;CSC;Intro Comp - Java
11AGBUSBS;NOSUBPLAN;026292;Free Electives;0;005161;E;Computing Environ
11AGBUSBS;NOSUBPLAN;026292;Free Electives;0;004362;CSC;SW Development Fundamentals
11AGBUSBS;NOSUBPLAN;026292;Free Electives;0;032846;CSC;SW Development Fundamentals La
11AGBUSBS;NOSUBPLAN;026292;Free Electives;0;005153;E;Intro Engineering
11AGEDBS;11AGEDAET;010474;Orientation;0;;;Orientation
11AGEDBS;11AGEDAET;010475;Communication;0;019869;COM;Public Speaking
11AGEDBS;11AGEDAET;010476;Sciences;0;000447;BIO;Intro Bio Ecol/Div
11AGEDBS;11AGEDAET;010476;Sciences;0;003237;CH;Chem Molecular Sci
11AGEDBS;11AGEDAET;010476;Sciences;0;003266;CH;Gen Chem Lab
11AGEDBS;11AGEDAET;010476;Sciences;0;;;Mathematics
11AGEDBS;11AGEDAET;010476;Sciences;0;018981;PY;Physics Engr I
11AGEDBS;11AGEDAET;010476;Sciences;0;019002;PY;Physics Engr I Lab
11AGEDBS;11AGEDAET;026018;Agricultural Education;0;000256;AEE;Intro to CTE
11AGEDBS;11AGEDAET;026018;Agricultural Education;0;000259;AEE;Intro Teach Agric
11AGEDBS;11AGEDAET;026018;Agricultural Education;0;000260;AEE;Comp Appl Tech AG
11AGEDBS;11AGEDAET;026018;Agricultural Education;0;000262;AEE;Adm Sup Studnt Org
11AGEDBS;11AGEDAET;026018;Agricultural Education;0;000265;AEE;Exper Learn in Agr
11AGEDBS;11AGEDAET;026018;Agricultural Education;0;031081;AEE;Teach Div Lrn in AED
11AGEDBS;11AGEDAET;026018;Agricultural Education;0;000269;AEE;Sum Progs Agri ED
11AGEDBS;11AGEDAET;026018;Agricultural Education;0;000272;AEE;Plan Agri ED Prog
11AGEDBS;11AGEDAET;026018;Agricultural Education;0;007140;AEE;Methods Teach Agri
11AGEDBS;11AGEDAET;026018;Agricultural Education;0;000274;AEE;Student Teach Agri
11AGEDBS;11AGEDAET;026018;Agricultural Education;0;032262;AEE;Seminar in Agri Education
11AGEDBS;11AGEDAET;010478;Teaching Content Courses;0;;;Plant Science Elective
11AGEDBS;11AGEDAET;010478;Teaching Content Courses;0;000512;ANS;Introduction to Animal Science
11AGEDBS;11AGEDAET;010478;Teaching Content Courses;0;031064;ANS;Intro to Animal Science Lab
11AGEDBS;11AGEDAET;010478;Teaching Content Courses;0;;;SSC 200 and 201
11AGEDBS;11AGEDAET;010478;Teaching Content Courses;0;005667;EC;Fund of Econ
11AGEDBS;11AGEDAET;010479;Professional Education;0;007094;ELP;School and Society
11AGEDBS;11AGEDAET;010479;Professional Education;0;018506;EDP;Educational Psych
11AGEDBS;11AGEDAET;010479;Professional Education;0;031514;ED;Classroom Assessment
11AGEDBS;11AGEDAET;010479;Professional Education;0;031515;ED;Class Assessment Learning Lab
11AGEDBS;11AGEDAET;027334;Ag Engineering Tech Concen Ele;0;001314;BAET;Shop Proc & Mgmt
11AGEDBS;11AGEDAET;027334;Ag Engineering Tech Concen Ele;0;001331;BAET;AG Mach & Power
11AGEDBS;11AGEDAET;027334;Ag Engineering Tech Concen Ele;0;023404;BAE;Intro Geomatics
11AGEDBS;11AGEDAET;027334;Ag Engineering Tech Concen Ele;0;001340;BAET;Anim Fac & Env Mgt
11AGEDBS;11AGEDAET;027334;Ag Engineering Tech Concen Ele;0;001346;BAET;AG Electrification
11AGEDBS;11AGEDAET;027334;Ag Engineering Tech Concen Ele;0;001360;BAET;Ag/Env Saf & Hlth
11AGEDBS;11AGEDAET;027334;Ag Engineering Tech Concen Ele;0;;;Agriculture Elective
11AGEDBS;11AGEDAET;029903;General Education Program (GEP) Courses;0;008359;ENG;Acad Writing Rsch
11AGEDBS;11AGEDAET;029903;General Education Program (GEP) Courses;0;;;Humanities Elective
11AGEDBS;11AGEDAET;029903;General Education Program (GEP) Courses;0;011459;HI;The World Since 1750
11AGEDBS;11AGEDAET;029903;General Education Program (GEP) Courses;0;013594;MA;Calculus I
11AGEDBS;11AGEDAET;029903;General Education Program (GEP) Courses;0;025006;GEP;GEP Fitness and Wellness
11AGEDBS;11AGEDAET;029903;General Education Program (GEP) Courses;0;025009;GEP;GEP Health & Exercise Studies
11AGEDBS;11AGEDAET;029903;General Education Program (GEP) Courses;0;032346;E;Engineering in the 21st Centur
11AGEDBS;11AGEDAET;029903;General Education Program (GEP) Courses;0;032442;BIO;Science of Dinosaurs
11AGEDBS;11AGEDAET;029903;General Education Program (GEP) Courses;0;002238;BIO;Bio Modern World
11AGEDBS;11AGEDAET;029903;General Education Program (GEP) Courses;0;011459;HI;The World Since 1750
11AGEDBS;11AGEDAET;029903;General Education Program (GEP) Courses;0;010078;FLS;HI School Spanish
11AGEDBS;11AGEDAGB;010428;Orientation;0;;;Orientation
